id,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
9367,dd, ?,dddddd, ddll,d, Ullll-lllllll, ?, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9368,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullllll-ll-llllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9369,dd, Ullllll,dddddd, Ullllllll,dd, Ullll-lllllll, Ull-llllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9370,dd, Ullllll,dddddd, ddll,d, Ulllllll, Ulllllll-llllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9371,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullllll-ll-llllll, Ull-lllll, Ullll-Ull-Ulllllll, Ulll,d,d,dd, Ullllllllll, <=ddU
9372,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9373,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9374,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ulll, Ullll, Ulllll,ddddd,d,dd, Ulllll-Ulllll, <=ddU
9375,dd, Ullllll,ddddd, ddll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9376,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9377,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll, Ull-llllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9378,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, >ddU
9379,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ulllllll-llllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9380,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ulll-lllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9381,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9382,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9383,dd, Ullllll,dddddd, Ullllllll,dd, Ullll-lllllll, Ullll, Ullllllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9384,dd, Ullllll-lll,dddddd, Ullll-llll,dd, Ullll-lllllll, Ulll-llllllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll, <=ddU
9385,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9386,dd, Ulll-lll-lll-lll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9387,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9388,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ulllllllll-llll, Ullllll, Ullll, Ulll,d,d,dd, Ullllllll-Ulllllll, <=ddU
9389,dd, Ullll-lll,dddddd, UU-llll,d, Ulllllll, Ullll-llllll, Ullllllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9390,dd, Ullllll,dddddd, dll-dll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll, <=ddU
9391,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullllllll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9392,dd, Ullllll,dddddd, Ullllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9393,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9394,dd, Ullllll,dddddd, ddll,d, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9395,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9396,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,dddd,d,dd, Ulllll-Ulllll, <=ddU
9397,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, <=ddU
9398,dd, Ulll-lll-lll-lll,ddddd, UU-llll,d, Ullll-lllllll, Ullllll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9399,dd, Ullll-lll,ddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9400,dd, Ulll-lll-lll-lll,dddddd, dll-dll,d, Ullllll-lll-llllll, Ullllll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9401,dd, Ullll-lll,ddddd, Ullllll,dd, Ullll-lllllll, Ulll-lllllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9402,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ullll-lllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll, <=ddU
9403,dd, Ullllll,ddddd, UU-llll,d, Ullll-lllllll, Ullllll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9404,dd, Ullll-lll,ddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll-lllllll, Ullllll, Ullll-Ull-Ulllllll, Ulll,d,d,dd, Ullllllllll, <=ddU
9405,dd, Ullll-lll,dddddd, dll,d, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9406,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ulll-lllllll, Ull-lllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, <=ddU
9407,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ullllllll-llllll, Ull-ll-llllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, <=ddU
9408,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9409,dd, ?,ddddd, Ulll-lllllll,dd, Ullll-lllllll, ?, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9410,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ulll-llllllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9411,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ull-llllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9412,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ulllllll-llllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9413,dd, Ullllll,dddddd, Ullll-llll,dd, Ulllllll, Ullll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9414,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9415,dd, Ulll-lll-lll-lll,dddddd, Ulll-llllll,dd, Ullll-lllllll, Ulll-lllllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9416,dd, Ullllll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9417,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9418,dd, Ulll-lll-lll,ddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, ?, >ddU
9419,dd, Ullllll,dddddd, Ullllllll,dd, Ulllllll, Ulll-lllllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9420,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ullll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9421,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ullll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9422,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ull-llllllll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, >ddU
9423,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ulll-llllllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9424,dd, Ullll-lll,dddddd, Ulll-lllllll,dd, Ulllllll, Ull-llllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9425,dd, Ullllll,ddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9426,dd, Ullllll,dddddd, dll-dll,d, Ulllllll, Ullllll-ll-llllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9427,dd, Ulll-lll-lll,ddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9428,dd, Ullllll,ddddd, UU-llll,d, Ulllllll, Ullll-llllll, Ullllllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9429,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9430,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullllllll-llllll, Ullllll, Ullll, Ulll,dddd,d,dd, Ulllll-Ulllll, <=ddU
9431,dd, Ullllll,ddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9432,dd, Ullllll,ddddd, dll-dll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9433,dd, Ulll-lll-lll,dddddd, Ullllll,dd, Ullllll, Ullll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9434,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ulll-lllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9435,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullllllll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9436,dd, Ullllll,ddddd, UU-llll,d, Ullll-lllllll, Ullllllll-llllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9437,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9438,dd, Ullllll,dddddd, Ullllllll,dd, Ullll-lllllll, Ullll, Ull-ll-llllll, Ullll, Ulllll,d,dddd,dd, Ulllll-Ulllll, <=ddU
9439,dd, Ullllll,dddddd, ddll,d, Ullllll-lll-llllll, Ullllllll-llllll, Ullllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, >ddU
9440,dd, Ulll-lll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9441,dd, Ullllll,dddddd, UU-llll,d, Ullllll, Ulll-lllll-llll, Ull-ll-llllll, Ullll-Ull-Ulllllll, Ulllll,d,d,dd, Ulllllll, <=ddU
9442,dd, Ullllll,dddddd, Ullllll,dd, Ullllll-lll-llllll, Ullllll-ll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9443,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9444,dd, Ullllll,dddddd, ddll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9445,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ull-llllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9446,dd, Ullllll,dddddd, dll-dll,d, Ullll-lllllll, Ullll-llllll, Ullll-llllllll, Ullll, Ulll,d,d,dd, Ulllll, <=ddU
9447,dd, Ulll-lll-lll-lll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullllll-ll-llllll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9448,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ulllllllll-llll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9449,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9450,dd, Ulll-lll-lll-lll,ddddd, UU-llll,d, Ullll-lllllll, Ullllll-lllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9451,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9452,dd, ?,ddddd, Ulll-lllllll,dd, Ullll-lllllll, ?, Ull-lllll, Ullll, Ulllll,d,d,dd, Ullll, <=ddU
9453,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,dddd,d,dd, Ulllll-Ulllll, >ddU
9454,dd, Ullll-lll,dddddd, Ullllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9455,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ulllllll-llllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9456,dd, Ullllll,dddddd, Ullll-lll,dd, Ullll-lllllll, Ulllllllll-llll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9457,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll-lllllll, Ull-ll-llllll, Ullll-Ull-Ulllllll, Ulllll,d,d,dd, Ullllllllll, <=ddU
9458,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ulllllll-llllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9459,dd, Ullllll,ddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll-llllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9460,dd, Ullll-lll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ull-llllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9461,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ull-llllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9462,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ull-llllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9463,dd, Ullll-lll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ull-llllllll, Ullllll, Ullll-Ull-Ulllllll, Ulll,d,d,dd, Ullllll, <=ddU
9464,dd, Ulll-lll-lll-lll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9465,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9466,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullllllll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9467,dd, Ullllll,ddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll-lllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9468,dd, Ullll-lll,dddddd, Ullllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ulll, Ullll, Ulllll,ddddd,d,dd, Ulllll-Ulllll, >ddU
9469,dd, Ulll-lll-lll-lll,ddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ulll, Ullll, Ulllll,d,d,d, Ulllll-Ulllll, >ddU
9470,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullllll-ll-llllll, Ullll-llllllll, Ullll-Ull-Ulllllll, Ulll,d,d,dd, Ullllll, <=ddU
9471,dd, Ullll-lll,dddddd, UU-llll,d, Ullllll, Ulll-llllllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9472,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ulllllll, Ullll-llllll, Ullll-llllllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9473,dd, Ullllll,dddddd, Ullllllll,dd, Ullll-lllllll, Ullll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9474,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ulllllll, Ullllllll-llllll, Ull-lllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, <=ddU
9475,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ulllllll, Ulll-llllllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ullllll, <=ddU
9476,dd, Ulll-lll-lll-lll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9477,dd, ?,dddddd, Ulll-lllllll,dd, Ullll-lllllll, ?, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9478,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullllllll-llllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9479,dd, Ullll-lll,dddddd, UU-llll,d, Ulllllll, Ullll-llllll, Ullllllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9480,dd, Ullll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ull-llllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9481,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9482,dd, Ullllll,dddddd, ddll,d, Ullllll-lll-llllll, Ullll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9483,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ulllllll, Ull-llllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9484,dd, ?,dddddd, UU-llll,d, Ullllll-lll-llllll, ?, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9485,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullllllll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9486,dd, Ullllll,ddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9487,dd, Ullllll,ddddd, Ullllllll,dd, Ullllll-lll-llllll, Ullllll-ll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9488,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9489,dd, Ullllll,dddddd, UU-llll,d, Ullllll-llllll-llllll, Ullllll-lllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9490,dd, ?,dddddd, Ulll-lllllll,dd, Ullll-lllllll, ?, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9491,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9492,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ullll-lllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9493,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ull-llllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9494,dd, Ulll-lll-lll-lll,dddddd, dll-dll,d, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9495,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullllll-ll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9496,dd, Ullll-lll,dddddd, ddll,d, Ullll-lllllll, Ull-llllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9497,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-lllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9498,dd, Ulll-lll-lll-lll,dddddd, UU-llll,d, Ullllll, Ullll-lllllll, Ullll-llllllll, Ullll, Ulllll,dddd,d,dd, Ulllll-Ulllll, <=ddU
9499,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9500,dd, ?,dddddd, UU-llll,d, Ullllll-lll-llllll, ?, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, >ddU
9501,dd, Ullllll,ddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9502,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9503,dd, Ulll-lll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,dddd,dd, ?, >ddU
9504,dd, Ullllll,dddddd, ddll,d, Ullllllll, Ullllll-lllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ullllllll, <=ddU
9505,dd, Ullll-lll,ddddd, Ulll-lllllll,dd, Ulllllll, Ullllllll-llllll, Ullllllll, Ullll, Ulll,dddd,d,dd, Ulllll-Ulllll, <=ddU
9506,dd, Ullll-lll,ddddd, UU-llll,d, Ullllll-lll-llllll, Ullllllll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9507,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9508,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9509,dd, Ulll-lll-lll-lll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-lllllll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9510,dd, Ullllll,dddddd, ddll,d, Ulllllll, Ullll-lllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9511,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ulllllll-llllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9512,dd, Ullllll,ddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullllll-ll-llllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9513,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll-lllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
9514,dd, Ullll-lll,dddddd, Ullllll,dd, Ullll-lllllll, Ulll-lllllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9515,dd, Ulll-lll-lll,dddddd, Ulll-lllllll,dd, Ulllllll, Ulll-llllllllll, Ullllllll, Ullll, Ulllll,dddd,d,dd, Ulllll-Ulllll, <=ddU
9516,dd, Ullllll,ddddd, UU-llll,d, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
9517,dd, Ullll-lll,dddddd, Ullllllll,dd, Ullll-lllllll, Ulll-lllllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9518,dd, Ullllll,dddddd, Ullllll,dd, Ullll-lllllll, Ulll-lllllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
9519,dd, Ullllll,dddddd, ddll,d, Ullll-lllllll, Ullll-llllll, Ull-ll-llllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, <=ddU
