id,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
1942,dd, sssss-sss,dddddd, ss-ssss,d, ssssssss, ssssssssss-ssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1943,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sss-ssssssss, ssss, sssss, ssssss,dddd,d,dd, ssssss-ssssss, >dds
1944,dd, sssss-sss,dddddd, ddss,d, sssss-sssssss, sss-ssssssss, sssss-ssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1945,dd, sssssss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, >dds
1946,dd, sssssss,dddddd, sssssss,dd, ssssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1947,dd, sssss-sss,dddddd, ss-ssss,d, sssss-sssssss, sss-ssssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1948,dd, sssss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, sssssssss, <=dds
1949,dd, sssssss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1950,dd, ssss-sss-sss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1951,dd, sssss-sss,dddddd, ss-ssss,d, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,d, ssssss-ssssss, <=dds
1952,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1953,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssssss-ss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1954,dd, sssssss,dddddd, ddss,d, sssssss-sss-ssssss, ssssssssss-ssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1955,dd, sssssss,dddddd, ddss,d, sssss-sssssss, sssssssss-ssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1956,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1957,dd, sssssss,dddddd, ss-ssss,d, sssssss, sssss-sssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1958,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1959,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1960,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1961,dd, sssss-sss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1962,dd, sssssss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,ddddd,d,dd, ssssss-ssssss, >dds
1963,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1964,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, sssssssss-ssssss, sssssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1965,dd, sssssss,dddddd, ss-ssss,d, ssssssss, sssss-sssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1966,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1967,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sss-ssssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1968,dd, sssssss,dddddd, ddss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1969,dd, ssss-sss-sss-sss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss, sssssss, sssss-sss-ssssssss, ssss,d,d,dd, sssss, >dds
1970,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1971,dd, ?,dddddd, ddss,d, sssssssss, ?, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1972,dd, sssssss,dddddd, sssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
1973,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-sssssss, sssssss, sssss, ssss,d,d,dd, sssssss, <=dds
1974,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1975,dd, sssssss,dddddd, sssssssss,dd, sssssss-ssssss-ssssss, ssss-sssssssss, sss-ss-ssssss, sssss-sss-ssssssss, ssss,ddddd,d,dd, ssssssss, >dds
1976,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1977,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1978,dd, ssss-sss-sss-sss,dddddd, ddss,d, sssssss-sss-ssssss, sssssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1979,dd, sssss-sss,dddddd, ddss,d, ssssssss, ssssssss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1980,dd, sssss-sss,dddddd, ssss-ssssss,dd, ssssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1981,dd, sssssss-sss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sss-ssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1982,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1983,dd, sssssss,ddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
1984,dd, ssss-sss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
1985,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssssss-ss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1986,dd, ssss-sss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1987,dd, ?,dddddd, sssss-ssss,dd, sssssss-ss-ssssss, ?, ssss, sssss, ssssss,d,d,d, ssssss-ssssss, <=dds
1988,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1989,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1990,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, ssss-sssss-ssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ?, <=dds
1991,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, ssssssss-ssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1992,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1993,dd, sssssss,dddddd, ss-ssss,d, ssssssss, ssss-ssssssssss, sssssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1994,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-ssssssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, >dds
1995,dd, sssssss,ddddd, ssss-sssssss,dd, ssssssss, sssssss-ss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
1996,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1997,dd, ssss-sss-sss-sss,ddddd, sssssss,dd, sssssss-ssssss-ssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
1998,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
1999,dd, sssss-sss,dddddd, ss-ssss,d, ssssssss, sssss-ssssss, sssssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2000,dd, sssssss,ddddd, ss-ssss,d, sssss-sssssss, sssss-ssssss, sssssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2001,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sssss-ssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2002,dd, ssss-sss-sss-sss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssssss-sssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, <=dds
2003,dd, sssssss,ddddd, dss,d, sssssss-sss-ssssss, ssss-ssssssssss, ssss, sssss-sss-ssssssss, ssssss,d,d,dd, ssssss-ssssss, >dds
2004,dd, sssssss,dddddd, sssssssss,dd, sssssssss, sssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2005,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssssss-sssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2006,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sss-ssssssss, sssss-ssssssss, sssss, ssssss,d,d,dd, sssssss, <=dds
2007,dd, sssssss,dddddd, dss-dss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, <=dds
2008,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssss-ssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2009,dd, sssssss,ddddd, ssss-sssssss,dd, sssssss-ssssss-ssssss, sssss-sssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2010,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssssss,d,dddd,dd, ssssss-ssssss, <=dds
2011,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss-sssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2012,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss-sssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2013,dd, sssss-sss,dddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2014,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, <=dds
2015,dd, sssssss,dddddd, ssss-ssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ?, <=dds
2016,dd, sssssss,dddddd, sssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, <=dds
2017,dd, sssssss-sss,dddddd, ss-ssss,d, sssss-sssssss, sss-ssssssss, sss-ss-ssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, <=dds
2018,dd, sssssss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssss, >dds
2019,dd, sssssss,dddddd, ddss,d, sssss-sssssss, sssss-ssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2020,dd, sssss-sss,ddddd, sssss-ssss,dd, sssssss-sss-ssssss, sssss-sssssss, ssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2021,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, sssssss, <=dds
2022,dd, sssssss,dddddd, ssss-sssssss,dd, ssssssss, sssss-sssssss, sssss-ssssssss, sssss, ssss,d,d,dd, sssssssss, <=dds
2023,dd, sssssss,dddddd, sssss-ssss,dd, ssssssss, sssss-sssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2024,dd, sssssss,ddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2025,dd, ?,dddddd, sssssssss,dd, sssss-sssssss, ?, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2026,dd, sssssss,dddddd, sssss-sss,dd, sssssss-sss-ssssss, sssssss-ss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2027,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, ssssssss-ssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2028,dd, sssssss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2029,dd, sssss-sss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2030,dd, sssssss,dddddd, sssss-ssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, ssss, sssss, ssssss,d,dddd,dd, ssssss-ssssss, >dds
2031,dd, ssss-sss-sss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, ssss, sssss, ssssss,ddddd,d,dd, ssssss-ssssss, >dds
2032,dd, sssssss,dddddd, sssss-sss,dd, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2033,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2034,dd, sssssss,dddddd, ddss,d, sssssss-sss-ssssss, sssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2035,dd, sssssss,dddddd, ss-ssss,d, sssssssss, ssss-ssssssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2036,dd, ?,ddddd, ssss-sssssss,dd, sssss-sssssss, ?, sssss-ssssssss, ssss-ssssss-ssssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2037,dd, sssssss,dddddd, ddss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2038,dd, sssss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2039,dd, sssssss,ddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2040,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-ssssssssss, sssssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2041,dd, sssssss,dddddd, dss-dss,d, sssssss, sssss-sssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2042,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2043,dd, ssss-sss-sss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2044,dd, sssssss,dddddd, sssssssss,dd, ssssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2045,dd, ssss-sss-sss-sss,ddddd, ddss,d, sssss-sssssss, sss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2046,dd, ?,dddddd, ss-ssss,d, sssss-sssssss, ?, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2047,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2048,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, >dds
2049,dd, sssssss,ddddd, sssssssss,dd, sssssss-ssssss-ssssss, ssss-sssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2050,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sss-ssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2051,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2052,dd, sssssss,dddddd, ddss,d, sssss-sssssss, sssss-sssssss, sssss-ssssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2053,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sssssssss, sssss, ssss,d,d,dd, ssssss, <=dds
2054,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2055,dd, sssss-sss,dddddd, dss-dss,d, sssssss-sss-ssssss, sssssssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2056,dd, sssss-sss,dddddd, sssss-sss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
2057,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssssssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2058,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, ssssssss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2059,dd, sssssss,dddddd, ddss,d, sssss-sssssss, sss-ssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss, <=dds
2060,dd, sssssss,ddddd, ss-ssss,d, ssssssss, sssss-sssssss, sss-ss-ssssss, sssss-sss-ssssssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2061,dd, ?,dddddd, ssss-sssssss,dd, sssss-sssssss, ?, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2062,dd, sssssss,ddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2063,dd, sssss-sss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, >dds
2064,dd, sssssss,dddddd, ssss-sssssss,dd, ssssssss, sss-ssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2065,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, ssss-sssss-ssss, sssssssss, sssss, ssssss,d,d,dd, ssssss, <=dds
2066,dd, sssssss,ddddd, ss-ssss,d, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2067,dd, sssssss,ddddd, ss-ssss,d, sssssss, sss-ssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2068,dd, sssssss,ddddd, sssssssss,dd, sssssss-sss-ssssss, sssss-sssssss, ssss, sssss-sss-ssssssss, ssssss,d,d,dd, ssssss-ssssss, >dds
2069,dd, sssssss,dddddd, ssss-sssssss,dd, ssssssss, ssss-ssssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2070,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2071,dd, sssssss,dddddd, ddss,d, sssssss-sss-ssssss, sssssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2072,dd, ?,ddddd, ss-ssss,d, sssssss-sss-ssssss, ?, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2073,dd, sssss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2074,dd, sssss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssssssssss-ssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2075,dd, sssssss-sss,dddddd, ss-ssss,d, sssss-sssssss, sss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2076,dd, sssssss,dddddd, ss-ssss,d, ssssssss, sssss-sssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2077,dd, ssss-sss-sss-sss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssssss-ss-ssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2078,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssssss-sssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2079,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2080,dd, sssss-sss,dddddd, ss-ssss,d, sssssssss, ssssssssss-ssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2081,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2082,dd, sssssss,dddddd, ssss-sssssss,dd, sssssssss, ssss-ssssssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2083,dd, sssssss,dddddd, ss-ssss,d, ssssssss, sssssss-ss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2084,dd, ?,dddddd, ss-ssss,d, sssssss-sss-ssssss, ?, ssss, sssss, ssssss,d,d,dd, ssssssss, <=dds
2085,dd, sssssss,ddddd, sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2086,dd, ssss-sss-sss,dddddd, sssss-ssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2087,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2088,dd, sssssss-sss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sss-ssssssss, ssss, sssss, ssssss,d,d,dd, ssssss-ssssss, >dds
2089,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2090,dd, sssssss,ddddd, sssss-ssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2091,dd, ?,dddddd, sssssssss,dd, sssss-sssssss, ?, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2092,dd, sssssss,dddddd, ssss-sssssss,dd, ssssssss, sssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2093,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2094,dd, ?,ddddd, ssss-sssssss,dd, sssss-sssssss, ?, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2095,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, >dds
2096,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss-sss-ssssssss, ssss,d,d,dd, sssss, <=dds
2097,dd, sssss-sss,dddddd, ss-ssss,d, ssssssss, sss-ssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2098,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
2099,dd, ssss-sss-sss-sss,dddddd, sssssss,dd, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,d, ?, <=dds
2100,dd, sssss-sss,dddddd, sssssssss,dd, ssssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, >dds
2101,dd, sssssss,dddddd, sssss-sss,dd, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2102,dd, sssssss,dddddd, ss-ssss,d, ssssssss, sssss-ssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
2103,dd, ssss-sss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,ddddd,d,dd, ssssss-ssssss, >dds
2104,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssssssss-ssssss, sssssss, sssss-sss-ssssssss, ssss,d,d,dd, ?, <=dds
2105,dd, ?,dddddd, ddss,d, sssss-sssssss, ?, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2106,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, >dds
2107,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-ssssss-ssssss, sssss-ssssss, sssss-ssssssss, sssss, ssssss,d,d,dd, sssssssss-ssssssss, <=dds
2108,dd, sssss-sss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
2109,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
